acn,name,date,status,type,suburb,state,postcode
702170125,SOHEIL MEDICAL PTY LTD,2026-09-08,Registered,Australian Proprietary Company,LABRADOR,QLD,4215
702170205,AUSMOVE LOGISTICS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,PROSPECT,SA,5082
702170385,VELASTRA GROUP PTY LTD,2026-09-08,Registered,Australian Proprietary Company,MELBOURNE,VIC,3000
702170527,MEADCORP PTY LTD,2026-09-08,Registered,Australian Proprietary Company,WILLIAMSTOWN NORTH,VIC,3016
702170563,S & R CLEANING SERVICES PTY LTD,2026-09-08,Registered,Australian Proprietary Company,EPPING,VIC,3076
702170643,IRONBOND WA GROUP PTY LTD,2026-09-08,Registered,Australian Proprietary Company,PIARA WATERS,WA,6112
702170661,MONFARED CAPITAL PTY LTD,2026-09-08,Registered,Australian Proprietary Company,NORTH KELLYVILLE,NSW,2155
702170705,AVELOR GROUP PTY LTD,2026-09-08,Registered,Australian Proprietary Company,HOMEBUSH WEST,NSW,2140
702170787,G & M TOMASONI INVESTMENTS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,WODONGA,VIC,3690
702170803,JS AUSTRALIA PTY LTD,2026-09-08,Registered,Australian Proprietary Company,CANNING VALE,WA,6155
702170885,JHA GROUP PTY LTD,2026-09-08,Registered,Australian Proprietary Company,TAMWORTH,NSW,2340
702170901,BENNETT TOWERS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,MELBOURNE,VIC,3004
702170929,QILIN CAPITAL PTY LTD,2026-09-08,Registered,Australian Proprietary Company,SYDNEY,NSW,2000
702170947,ZJP MCIVOR SUPER PTY LTD,2026-09-08,Registered,Australian Proprietary Company,HEIDELBERG,VIC,3084
702170983,HK CAR DETAILING PTY LTD,2026-09-08,Registered,Australian Proprietary Company,CROYDON,VIC,3136
702171042,PANAYIOTIS JACKA SUPERANNUATION PTY LTD,2026-09-08,Registered,Australian Proprietary Company,BLACKBURN SOUTH,VIC,3130
702171060,ARR INDUSTRIES PTY LTD,2026-09-08,Registered,Australian Proprietary Company,KNOXFIELD,VIC,3180
702171140,PADEL N PTY LTD,2026-09-08,Registered,Australian Proprietary Company,EPPING,VIC,3076
702171168,KDS ENTERPRISES AUS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,MOUNT WAVERLEY,VIC,3149
702171202,VOCCA CLOTHING PTY LTD,2026-09-08,Registered,Australian Proprietary Company,TRUGANINA,VIC,3029
702171248,SABRE CONCRETE CUTTING PTY LTD,2026-09-08,Registered,Australian Proprietary Company,BARANGAROO,NSW,2000
702171300,ASSIST SERVICES AUSTRALIA PTY LTD,2026-09-08,Registered,Australian Proprietary Company,LANDSDALE,WA,6065
702171328,GEOMITCH PTY LTD,2026-09-08,Registered,Australian Proprietary Company,KINGSTON SE,SA,5275
702171346,LIVGATE PROPERTIES PTY LIMITED,2026-09-08,Registered,Australian Proprietary Company,WARRIEWOOD,NSW,2102
702171408,TSJ CO PTY LTD,2026-09-08,Registered,Australian Proprietary Company,HINDMARSH,SA,5007
702171462,HARRIETS HORIZON PTY. LTD.,2026-09-08,Registered,Australian Proprietary Company,YORKEYS KNOB,QLD,4878
702171480,COKER PHARMACY & PROPERTY NO.1 PTY LTD,2026-09-08,Registered,Australian Proprietary Company,BUNDALL,QLD,4217
702171524,JAIMINI ASSOCIATES PTY LTD,2026-09-08,Registered,Australian Proprietary Company,CARINE,WA,6020
702171542,DK CIVIL CONTRACTORS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,FREWVILLE,SA,5063
702171560,PRIDE Y PROPERTY GROUP PTY LTD,2026-09-08,Registered,Australian Proprietary Company,PRESTON,VIC,3072
702171588,STAR DIGITAL AI MARKETING PTY LTD,2026-09-08,Registered,Australian Proprietary Company,CREMORNE,VIC,3121
702171604,AUREVIA SUPER PTY LTD,2026-09-08,Registered,Australian Proprietary Company,TEMPLESTOWE,VIC,3106
702171702,BARNEWALL SMSF CTC PTY LTD,2026-09-08,Registered,Australian Proprietary Company,LAMINGTON,WA,6430
702171800,K2 PLUS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,CASTLE HILL,NSW,2154
702171882,NEW WAVE AUTO HOLDING PTY LTD,2026-09-08,Registered,Australian Proprietary Company,NOTTING HILL,VIC,3168
702172101,NIBBLE INVESTMENTS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,TOOWOOMBA CITY,QLD,4350
702172165,WADDI FOUR FARMERS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,MOORA,WA,6510
702172183,FENCE RITE (MEL) PTY LTD,2026-09-08,Registered,Australian Proprietary Company,MICKLEHAM,VIC,3064
702172227,BORACAY RACING PTY. LIMITED,2026-09-08,Registered,Australian Proprietary Company,MARYBOROUGH,VIC,3465
702172245,FORTEX CAPITAL GROUP PTY LTD,2026-09-08,Registered,Australian Proprietary Company,HAWTHORN EAST,VIC,3123
702172361,HARGYS CO PTY LTD,2026-09-08,Registered,Australian Proprietary Company,MACKAY,QLD,4740
702172503,MOSHI CORP PTY LTD,2026-09-08,Registered,Australian Proprietary Company,FAIRFIELD WEST,NSW,2165
702172585,NIJETIBE PTY LIMITED,2026-09-08,Registered,Australian Proprietary Company,MUDGEE,NSW,2850
702172601,RJDJMD BARE PTY LTD,2026-09-08,Registered,Australian Proprietary Company,BALLARAT CENTRAL,VIC,3350
702172629,CE BONDI JUNCTION INVESTMENTS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,NORWEST,NSW,2153
702172727,LANDBUILDER INTERNATIONAL MACHINERY PTY LTD,2026-09-08,Registered,Australian Proprietary Company,MELBOURNE,VIC,3004
702172745,DHARSH PTY LTD,2026-09-08,Registered,Australian Proprietary Company,GLENWOOD,NSW,2768
702172781,J&E SMSUPER PTY LTD,2026-09-08,Registered,Australian Proprietary Company,SYDNEY,NSW,2000
702172807,MAJED GROUP PTY LTD,2026-09-08,Registered,Australian Proprietary Company,KINGSGROVE,NSW,2208
702172843,REMFIN PTY LTD,2026-09-08,Registered,Australian Proprietary Company,SILVERWATER,NSW,2128
702172889,BW AUGUSTA HOLDINGS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,BRENDALE,QLD,4500
702172987,SONIC SUPER HOLDINGS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,ORMOND,VIC,3204
702173000,BROOKWATER AUGUSTA DEVELOPMENT PTY LTD,2026-09-08,Registered,Australian Proprietary Company,BRENDALE,QLD,4500
702173064,RAC & SJC PTY LTD,2026-09-08,Registered,Australian Proprietary Company,BUNDALL,QLD,4217
702173108,AA SIDHU HOLDINGS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,ROBINA,QLD,4226
702173126,M & P MEATS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,BENDIGO,VIC,3550
702173162,AZURE CLEANING GROUP PTY LTD,2026-09-08,Registered,Australian Proprietary Company,CLYDE NORTH,VIC,3978
702173304,PLANET PARTNERSHIPS AUSTRALIA PTY LTD,2026-09-08,Registered,Australian Proprietary Company,NEW FARM,QLD,4005
702173340,S&L STUDIOS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,DONCASTER EAST,VIC,3109
702173368,PICKLE POINT SMITHFIELD PTY LTD,2026-09-08,Registered,Australian Proprietary Company,PANANIA,NSW,2213
702173420,SHREE VISHANU PTY LTD,2026-09-08,Registered,Australian Proprietary Company,NORTHFIELD,SA,5085
702173448,J & K KATSOUTAS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,SHEPPARTON,VIC,3630
702173484,ACG ENERGY PROJECTS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,FORTITUDE VALLEY,QLD,4006
702173626,THE ADHD OT CLINIC PTY LTD,2026-09-08,Registered,Australian Proprietary Company,BIRTINYA,QLD,4575
702173706,STERINORE PTY LTD,2026-09-08,Registered,Australian Proprietary Company,WOOMBYE,QLD,4559
702173760,SNYPR DIGITAL PTY LTD.,2026-09-08,Registered,Australian Proprietary Company,INGLE FARM,SA,5098
702173788,ZHAI PET GROUP PTY LTD,2026-09-08,Registered,Australian Proprietary Company,ALGESTER,QLD,4115
702173822,FAD TRANSPORT PTY LTD,2026-09-08,Registered,Australian Proprietary Company,KINGSTON,QLD,4114
702173948,AUSTRALIAN SILICON ENTERPRISE PTY LTD,2026-09-08,Registered,Australian Proprietary Company,NORTH SYDNEY,NSW,2060
702174025,AULOS HOLDINGS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,BURLEIGH HEADS,QLD,4220
702174089,SARDELLIS HOLDINGS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,MELBOURNE,VIC,3004
702174105,GRAND OCEAN AUSTRALIA PTY LTD,2026-09-08,Registered,Australian Proprietary Company,PERTH,WA,6000
702174141,COASTWIDE PEST AND TERMITE SOLUTIONS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,MAROOCHYDORE,QLD,4558
702174221,LAMBERT APARTMENTS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,DULWICH,SA,5065
702174301,B. AWL CHIROPRACTIC PTY LTD,2026-09-08,Registered,Australian Proprietary Company,FITZROY NORTH,VIC,3068
702174445,THE REALTY CARTEL PTY LTD,2026-09-08,Registered,Australian Proprietary Company,PRESTON,VIC,3072
702174481,BAL TRANSPORT & LOGISTICS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,CARRARA,QLD,4211
702174525,SILVANTRON PTY LTD,2026-09-08,Registered,Australian Proprietary Company,CAMBERWELL,VIC,3124
702174623,VELAMINT HOLDINGS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,NORTH STRATHFIELD,NSW,2137
702174687,HIGHBURY LIVING PTY LTD,2026-09-08,Registered,Australian Proprietary Company,KELLYVILLE,NSW,2155
702174703,CCH LOGISTIC PTY LTD,2026-09-08,Registered,Australian Proprietary Company,REVESBY,NSW,2212
702174909,TANM CONSTRUCTION PTY. LTD.,2026-09-08,Registered,Australian Proprietary Company,VILLAWOOD,NSW,2163
702174945,JZLCM PTY LTD,2026-09-08,Registered,Australian Proprietary Company,NORTH SYDNEY,NSW,2060
702174981,GLORY NAILS & BEAUTY III PTY LTD,2026-09-08,Registered,Australian Proprietary Company,MELBOURNE,VIC,3000
702175022,R & K EUROA INVESTMENTS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,EUROA,VIC,3666
702175102,TCKG PTY LTD,2026-09-08,Registered,Australian Proprietary Company,KEMPSEY,NSW,2440
702175166,ALSE STEVENS SUPER PTY LTD,2026-09-08,Registered,Australian Proprietary Company,NORWEST,NSW,2153
702175184,CROSS FAMILY RURAL PTY LTD,2026-09-08,Registered,Australian Proprietary Company,DOCKLANDS,VIC,3008
702175282,ANTHILL STUDIOS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,CLAYTON SOUTH,VIC,3169
702175308,GILLY SUPER PTY LTD,2026-09-08,Registered,Australian Proprietary Company,BURRA,SA,5417
702175362,TE ARIKI INVESTMENTS PTY. LTD.,2026-09-08,Registered,Australian Proprietary Company,ROBINA,QLD,4226
702175406,ISABEL LADE PTY LTD,2026-09-08,Registered,Australian Proprietary Company,SEYMOUR,VIC,3660
702175522,FELUGO PTY LTD,2026-09-08,Registered,Australian Proprietary Company,KEYSBOROUGH,VIC,3173
702175568,ANERAO CLIFFORD GARDENS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,TOOWONG,QLD,4066
702175602,THE HEALIA COLLECTIVE PTY LTD,2026-09-08,Registered,Australian Proprietary Company,WENDOUREE,VIC,3355
702175648,LOW SIGNAL PTY LTD,2026-09-08,Registered,Australian Proprietary Company,FREMANTLE,WA,6160
702175728,XTBW PTY LTD,2026-09-08,Registered,Australian Proprietary Company,SYDNEY,NSW,2000
702175746,XTCK PTY LTD,2026-09-08,Registered,Australian Proprietary Company,SYDNEY,NSW,2000
702175782,SNS PARTS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,BEENLEIGH,QLD,4207
702175880,G SPEED SUPER INVESTMENTS PTY LTD.,2026-09-09,Registered,Australian Proprietary Company,WANGARATTA,VIC,3677
702176001,AUSTRALIAN ARTIFICIAL INTELLIGENCE INDUSTRY GROUP LTD,2026-09-08,Registered,Australian Public Company,REDWOOD PARK,SA,5097
702176029,CHINANIGANS PUBLICATION GROUP PTY LTD,2026-09-09,Registered,Australian Proprietary Company,YAGOONA,NSW,2199
702176047,ACCIT FOUNDATION LIMITED,2026-09-08,Registered,Australian Public Company,HAYMARKET,NSW,2000
702176065,CATHCART VENTURES PTY LTD,2026-09-08,Registered,Australian Proprietary Company,WOOLLOONGABBA,QLD,4102
702176145,AVARA RESILIENCE PTY LTD,2026-09-08,Registered,Australian Proprietary Company,DEANSIDE,VIC,3336
702176181,APEX CONSTRUCTION WORKS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,WERRIBEE,VIC,3030
702176207,I LIFT CRANE SERVICES PTY LTD,2026-09-08,Registered,Australian Proprietary Company,RABY,NSW,2566
702176225,S & E DIESEL PTY LTD,2026-09-08,Registered,Australian Proprietary Company,COWRA,NSW,2794
702176243,PRIDDIS SUPER PTY LTD,2026-09-08,Registered,Australian Proprietary Company,ROCKDALE,NSW,2216
702176261,THE MASION BARBERS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,GREENVALE,VIC,3059
702176323,KELVICORE PTY LTD,2026-09-08,Registered,Australian Proprietary Company,BUNDALL,QLD,4217
702176341,SSGA DEVELOPMENTS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,RABY,NSW,2566
702176421,JT VASSALLO SF PTY LTD,2026-09-08,Registered,Australian Proprietary Company,WALLAN,VIC,3756
702176467,STEVEV 1963 PTY LTD,2026-09-08,Registered,Australian Proprietary Company,BURLEIGH HEADS,QLD,4220
702176529,JATEC INVEST PTY LTD,2026-09-08,Registered,Australian Proprietary Company,FINLEY,NSW,2713
702176583,EASY2GETFINANCE PTY LTD,2026-09-08,Registered,Australian Proprietary Company,CLYDE,VIC,3978
702176645,PLUMED DUCK PTY LTD,2026-09-08,Registered,Australian Proprietary Company,ANNANDALE,QLD,4814
702176663,ADVICE AUSTRALIA GROUP PTY LTD,2026-09-08,Registered,Australian Proprietary Company,BUNDALL,QLD,4217
702176707,PUNYETA GROUP PTY LTD,2026-09-08,Registered,Australian Proprietary Company,ELLENBROOK,WA,6069
702176725,VRTS AUSTRALIA PTY LTD,2026-09-08,Registered,Australian Proprietary Company,WEST PERTH,WA,6005
702176805,JTM 92 PTY LTD,2026-09-08,Registered,Australian Proprietary Company,SYDNEY,NSW,2000
702176903,SWAN REFINING PTY LTD,2026-09-08,Registered,Australian Proprietary Company,JOLIMONT,WA,6014
702176949,ONDO EDUCATION PTY LTD,2026-09-08,Registered,Australian Proprietary Company,KELLYVILLE,NSW,2155
702176967,A CLASS IP HOLDING PTY LTD,2026-09-08,Registered,Australian Proprietary Company,RAVENHALL,VIC,3023
702176985,ALPHA STAR HOLDINGS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,WATERFORD,QLD,4133
702177044,REGWORTH SUPER PTY. LTD.,2026-09-08,Registered,Australian Proprietary Company,HIGHETT,VIC,3190
702177142,FURNITURE POINT PTY LTD,2026-09-08,Registered,Australian Proprietary Company,MILLNER,NT,0810
702177204,ELITE NSW BASKETBALL PTY LTD,2026-09-09,Registered,Australian Proprietary Company,PADSTOW HEIGHTS,NSW,2211
702177222,BETSY WESTCOTT PTY LTD,2026-09-09,Registered,Australian Proprietary Company,BALGOWLAH,NSW,2093
702177348,P&P PROSPER GROUP PTY LTD,2026-09-08,Registered,Australian Proprietary Company,GUNNEDAH,NSW,2380
702177482,TOME ATELIER PTY LTD,2026-09-08,Registered,Australian Proprietary Company,ARMADALE,VIC,3143
702177544,ATELEC PTY LTD,2026-09-08,Registered,Australian Proprietary Company,MOUNT ANNAN,NSW,2567
702177562,CADERE PTY LTD,2026-09-09,Registered,Australian Proprietary Company,WEST LEEDERVILLE,WA,6007
702177606,WESTAWAY ADVISORY PTY LTD,2026-09-08,Registered,Australian Proprietary Company,HIGHETT,VIC,3190
702177740,GRAHAM PRIEST HOLDINGS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,WINDSOR,QLD,4030
702177820,FAGAN & CO PTY LTD,2026-09-08,Registered,Australian Proprietary Company,HAMPTON,VIC,3188
702177848,ENTERPRISE RELATIONSHIPS AUSTRALIA PTY LTD,2026-09-08,Registered,Australian Proprietary Company,BANKSIA BEACH,QLD,4507
702177964,ROOF CARE RENEW PTY LTD,2026-09-09,Registered,Australian Proprietary Company,TEMPLESTOWE LOWER,VIC,3107
702178103,MAYFLOWER DISABILITY SUPPORTS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,MOUNT BARKER,SA,5251
702178167,MAIER LAW PTY LIMITED,2026-09-08,Registered,Australian Proprietary Company,BONDI,NSW,2026
702178381,VANGUARD AI PTY LTD,2026-09-08,Registered,Australian Proprietary Company,MOUNT CLAREMONT,WA,6010
702178425,ST HELENA ST PTY LTD,2026-09-08,Registered,Australian Proprietary Company,ADELAIDE,SA,5000
702178505,C-PRAV TECHNOLOGY SOLUTIONS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,SPRINGVALE,VIC,3171
702178541,MELO SUN PTY LTD,2026-09-08,Registered,Australian Proprietary Company,MUDGEE,NSW,2850
702178569,BASHFUL GIRL PTY LTD,2026-09-08,Registered,Australian Proprietary Company,SOUTH YARRA,VIC,3141
702178603,BASHBOY PTY LTD,2026-09-09,Registered,Australian Proprietary Company,SOUTH YARRA,VIC,3141
702178765,KENEX NSW HR PTY LTD,2026-09-08,Registered,Australian Proprietary Company,MELBOURNE,VIC,3004
702178783,LIVING VITALITY PTY LTD,2026-09-08,Registered,Australian Proprietary Company,ROSELANDS,NSW,2196
702178845,PLANIFY ADVISORY PTY LTD,2026-09-08,Registered,Australian Proprietary Company,HORNSBY,NSW,2077
702178943,SIMANTA PTY LTD,2026-09-08,Registered,Australian Proprietary Company,FLEMINGTON,VIC,3031
702179020,MUSCLESPAN PTY LTD,2026-09-09,Registered,Australian Proprietary Company,WEST LEEDERVILLE,WA,6007
702179208,C EAST PTY LTD,2026-09-08,Registered,Australian Proprietary Company,CABRAMATTA,NSW,2166
702179262,2D TRADING PTY LTD,2026-09-08,Registered,Australian Proprietary Company,NARANGBA,QLD,4504
702179388,IRVINE SUPER (WA) PTY LTD,2026-09-08,Registered,Australian Proprietary Company,ELLENBROOK,WA,6069
702179404,HAMPSHIRE PTY LTD,2026-09-08,Registered,Australian Proprietary Company,EPPING,NSW,2121
702179422,WROTE STUDY PTY LTD,2026-09-08,Registered,Australian Proprietary Company,BLACKBURN,VIC,3130
702179468,TARA AND ME BEAUTY CO PTY LTD,2026-09-08,Registered,Australian Proprietary Company,TORRENSVILLE,SA,5031
702179628,OZ SOLARIA PTY LTD,2026-09-08,Registered,Australian Proprietary Company,DENISTONE WEST,NSW,2114
702179682,ELDER SOFTWARE PTY LTD,2026-09-08,Registered,Australian Proprietary Company,KEW EAST,VIC,3102
702179708,ELIAS & WL PTY LTD,2026-09-08,Registered,Australian Proprietary Company,ANNERLEY,QLD,4103
702179806,PALAK & HARDIK SHAH SMSF CORP PTY LTD,2026-09-08,Registered,Australian Proprietary Company,BOX HILL,NSW,2765
702179824,RADHA NAAM INVESTMENTS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,COLEBEE,NSW,2761
702179922,CHAPTER II - ROCKINGHAM PTY LTD,2026-09-08,Registered,Australian Proprietary Company,COCKBURN CENTRAL,WA,6164
702179968,SARA-JANE ENTERPRISES PTY LTD,2026-09-08,Registered,Australian Proprietary Company,ALBANY CREEK,QLD,4035
702180005,MOE & KRZYSZTOF PTY LTD,2026-09-08,Registered,Australian Proprietary Company,SURRY HILLS,NSW,2010
702180201,WGH RETAIL PTY LTD,2026-09-08,Registered,Australian Proprietary Company,OLD REYNELLA,SA,5161
702180247,CHAPTER III - SECRET HARBOUR PTY LTD,2026-09-08,Registered,Australian Proprietary Company,COCKBURN CENTRAL,WA,6164
702180381,R M RUSSELL PROPERTY PTY LTD,2026-09-08,Registered,Australian Proprietary Company,SYDNEY,NSW,2000
702180523,SHINDA TRANSPORT SERVICES PTY LTD,2026-09-08,Registered,Australian Proprietary Company,ALGESTER,QLD,4115
702180621,GFM PROJECTS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,NORWEST,NSW,2153
702180747,AJ NORTHBRIDGE PTY LTD,2026-09-08,Registered,Australian Proprietary Company,BALLAJURA,WA,6066
702180783,BANAFAM PTY LTD,2026-09-09,Registered,Australian Proprietary Company,MEADOW HEIGHTS,VIC,3048
702180845,SUN LION PTY LTD,2026-09-08,Registered,Australian Proprietary Company,BARDEN RIDGE,NSW,2234
702180907,DEBONO PROPERTY GROUP PTY LTD,2026-09-08,Registered,Australian Proprietary Company,NORTH RICHMOND,NSW,2754
702180943,DEOLZ FARMS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,FRASER RISE,VIC,3336
702181002,BALDIVIS ESTATE PTY LTD,2026-09-08,Registered,Australian Proprietary Company,JOONDALUP,WA,6027
702181084,REHMAT 1 COMAS GROVE PTY LTD,2026-09-08,Registered,Australian Proprietary Company,NARRE WARREN NORTH,VIC,3804
702181388,COMMERCIAL FREIGHT MOVES PTY LTD,2026-09-09,Registered,Australian Proprietary Company,KEW,VIC,3101
702181404,NAZ DEVELOPMENTS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,BANKSTOWN,NSW,2200
702181422,WILL LLEWELLYN KIRTLAND SUPER PTY LTD,2026-09-08,Registered,Australian Proprietary Company,BANKSIA PARK,SA,5091
702181440,SWAY INVESTMENTS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,CARINGBAH,NSW,2229
702181502,LOTUS SMART GROUP PTY LTD,2026-09-08,Registered,Australian Proprietary Company,MITCHELL,ACT,2911
702181520,KORA COFFEE PTY LTD,2026-09-08,Registered,Australian Proprietary Company,ROUSE HILL,NSW,2155
702181584,TRANSFORMACTIONS AI PTY LTD,2026-09-08,Registered,Australian Proprietary Company,THE PONDS,NSW,2769
702181664,IUTE SOLUTIONS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,POINT COOK,VIC,3030
702181726,THE MHN GROUP PTY LTD,2026-09-08,Registered,Australian Proprietary Company,SUNSHINE NORTH,VIC,3020
702181806,MALL ENTERPRISES PTY LTD,2026-09-08,Registered,Australian Proprietary Company,SOUTH YARRA,VIC,3141
702181824,EQUILIS HOLDINGS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,UPPER FLAGSTONE,QLD,4344
702181922,SUMANI FAMILY WEALTH FUND PTY LTD,2026-09-08,Registered,Australian Proprietary Company,TARNEIT,VIC,3029
702182009,ALLIANCE FOR CITIZEN PARTICIPATION PTY LTD,2026-09-09,Registered,Australian Proprietary Company,REDFERN,NSW,2016
702182107,EQUITY WATERPROOFING CONSULTANTS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,ST MARYS,NSW,2760
702182161,DHOT BROTHERS TRANSPORT PTY LTD,2026-09-08,Registered,Australian Proprietary Company,BLACKTOWN,NSW,2148
702182287,JDB EARTHMOVERS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,NORMAN PARK,QLD,4170
702182367,PUN LUXE TRANSFERS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,ALEXANDRA HILLS,QLD,4161
702182385,JNM HOLDINGS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,THORNLIE,WA,6108
702182429,DG PICTURES PTY LTD,2026-09-08,Registered,Australian Proprietary Company,BLACKWALL,NSW,2256
702182545,120.DEV PTY LTD,2026-09-09,Registered,Australian Proprietary Company,NORTH ROCKS,NSW,2151
702182625,BUILDING AND TRADING PTY LTD,2026-09-08,Registered,Australian Proprietary Company,SALISBURY EAST,SA,5109
702182723,J GATIS ENTERPRISES PTY LTD,2026-09-08,Registered,Australian Proprietary Company,HYDE PARK,QLD,4812
702182803,NOBLE CIRCLE CARE PTY LTD,2026-09-08,Registered,Australian Proprietary Company,LURNEA,NSW,2170
702182821,HAWKWARD SMSF PTY LTD,2026-09-08,Registered,Australian Proprietary Company,MURRUMBATEMAN,NSW,2582
702182983,PESTORA PTY LTD,2026-09-09,Registered,Australian Proprietary Company,NORMAN GARDENS,QLD,4701
702183024,DYULOK PTY LTD,2026-09-09,Registered,Australian Proprietary Company,MACQUARIE FIELDS,NSW,2564
702183060,AP MANAGED FUNDS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,MOUNT PRITCHARD,NSW,2170
702183122,KERIVON HEALTH PTY LTD,2026-09-09,Registered,Australian Proprietary Company,NICHOLLS,ACT,2913
702183248,MB EMPIRE GLOBAL PTY LTD,2026-09-08,Registered,Australian Proprietary Company,WOORI YALLOCK,VIC,3139
702183364,BIDDACOTT PTY LTD,2026-09-09,Registered,Australian Proprietary Company,NERANG,QLD,4211
702183588,GRAHAM ROOF RESTORATIONS PTY. LTD,2026-09-08,Registered,Australian Proprietary Company,BRISBANE CITY,QLD,4000
702183720,IS SINGH HOLDINGS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,TRUGANINA,VIC,3029
702183882,WILSON ASSET GROUP AUS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,SURRY HILLS,NSW,2010
702184067,PRIME HEAVY HAUL TRANSPORT PTY LTD,2026-09-08,Registered,Australian Proprietary Company,BYFORD,WA,6122
702184361,RED DUST MACHINERY PTY LTD.,2026-09-08,Registered,Australian Proprietary Company,KALAMUNDA,WA,6076
702184441,GLOBAL TRANSPORT PTY LTD,2026-09-08,Registered,Australian Proprietary Company,GIRRAWEEN,NSW,2145
702184585,HELLO GOODBYE STUDIO PTY LTD,2026-09-08,Registered,Australian Proprietary Company,NEWSTEAD,QLD,4006
702184683,HART CRAWFORD CONTRACTING PTY LTD,2026-09-08,Registered,Australian Proprietary Company,ROSSMOYNE,WA,6148
702184727,HARJEET ASSOCIATES PTY LTD,2026-09-08,Registered,Australian Proprietary Company,WYNDHAM VALE,VIC,3024
702184807,AZAD HAULAGE PTY LTD,2026-09-08,Registered,Australian Proprietary Company,ELLENBROOK,WA,6069
702184889,PUREPLAY SPACES PTY LTD,2026-09-08,Registered,Australian Proprietary Company,TEMPLESTOWE LOWER,VIC,3107
702184941,DOSHI PROPERTIES TRUSCO PTY LTD,2026-09-08,Registered,Australian Proprietary Company,TARNEIT,VIC,3029
702185162,PACK GALLERY & CO PTY LIMITED,2026-09-08,Registered,Australian Proprietary Company,HALLS HEAD,WA,6210
702185206,ISRAGLOW PTY LTD,2026-09-09,Registered,Australian Proprietary Company,EAST MAITLAND,NSW,2323
702185288,PATKILABS PTY LTD,2026-09-09,Registered,Australian Proprietary Company,NORWEST,NSW,2153
702185466,CROSS ELEVATIONS PTY LTD,2026-09-08,Registered,Australian Proprietary Company,KEPNOCK,QLD,4670
702185644,BEDROCK BULLION PTY LTD,2026-09-08,Registered,Australian Proprietary Company,ROSELANDS,NSW,2196
702185804,GUNJAP PTY LTD,2026-09-08,Registered,Australian Proprietary Company,AVELEY,WA,6069
702185822,MECHCONNECT PTY LTD,2026-09-09,Registered,Australian Proprietary Company,TORQUAY,QLD,4655
702185840,NEUME PTY LTD,2026-09-08,Registered,Australian Proprietary Company,IRYMPLE,VIC,3498
702185886,SOLISTRA SOLAR & ENERGY PTY LTD,2026-09-09,Registered,Australian Proprietary Company,WERRIBEE,VIC,3030
702185902,JNH LAB PTY LTD,2026-09-08,Registered,Australian Proprietary Company,BORONIA,VIC,3155
702185920,BAKESAGA PTY LTD,2026-09-09,Registered,Australian Proprietary Company,CAROLINE SPRINGS,VIC,3023
702185966,AUS PRO NUTRITION PTY LTD,2026-09-08,Registered,Australian Proprietary Company,MUDGEERABA,QLD,4213
